Wall time,Step,Value
1685301685.1298444,1,0.14540453255176544
1685302273.089858,2,0.09892997145652771
1685302829.2797866,3,0.09710835665464401
1685303297.8540008,4,0.08018319308757782
1685303763.5288937,5,0.07580914348363876
1685304218.517139,6,0.07858762890100479
1685304691.473781,7,0.07376585900783539
1685305161.6338642,8,0.07740728557109833
1685305732.0364687,9,0.0804857611656189
1685306310.605596,10,0.0720047652721405
1685306778.5263896,11,0.0793449878692627
1685307232.1626463,12,0.06608720868825912
1685307847.741189,13,0.06421773135662079
1685308330.077981,14,0.07428602874279022
1685308806.150743,15,0.06873161345720291
1685309274.4044456,16,0.06304297596216202
1685309752.7022038,17,0.0595354288816452
1685310233.4775527,18,0.06410148739814758
1685310690.2239506,19,0.06559792906045914
1685311184.8840191,20,0.07582172751426697
1685311660.5041764,21,0.07150345295667648
1685312130.1941361,22,0.05071965605020523
1685312612.390049,23,0.07163757085800171
1685313090.948592,24,0.057792484760284424
1685313560.4831898,25,0.07666151225566864
1685314064.227235,26,0.047799915075302124
1685314544.644239,27,0.06226065009832382
1685315019.4182246,28,0.06232072785496712
1685315511.4044569,29,0.04133423790335655
1685315997.6740844,30,0.06830389052629471
1685316476.3137162,31,0.055096130818128586
1685317017.8071883,32,0.05924242362380028
1685317513.4572732,33,0.05894690006971359
1685318006.488849,34,0.05161162093281746
1685318488.4723394,35,0.056423626840114594
1685318995.9842196,36,0.06092813238501549
1685319454.1776972,37,0.05047937482595444
1685319948.865837,38,0.05744915455579758
1685320429.5437596,39,0.04867542162537575
1685320900.130114,40,0.060761287808418274
1685321390.524337,41,0.05547492578625679
1685321990.7785585,42,0.049648746848106384
1685322492.785096,43,0.0607314370572567
1685322973.3437738,44,0.058654267340898514
1685323430.9089065,45,0.050118036568164825
1685324027.762129,46,0.055872801691293716
1685324514.3028674,47,0.04641301557421684
1685324983.096702,48,0.04446614906191826
1685325573.599433,49,0.04685972258448601
1685326158.1463587,50,0.051391325891017914
1685326661.1470022,51,0.06342775374650955
1685327149.4254847,52,0.0515810027718544
1685327629.8119066,53,0.05215208977460861
1685328199.967722,54,0.05416775122284889
1685328701.1699157,55,0.055632684379816055
1685329184.23227,56,0.048674628138542175
1685329810.0026333,57,0.05159362033009529
1685330282.3972383,58,0.04617972671985626
1685330964.9191883,59,0.05689753592014313
1685331457.424073,60,0.06071938946843147
1685331955.0060775,61,0.049684204161167145
1685332475.5738575,62,0.045135997235774994
1685333080.0035942,63,0.041229113936424255
1685333670.5819128,64,0.06238405779004097
1685334369.1245153,65,0.0534694530069828
1685334864.9942653,66,0.05360464006662369
1685335350.023718,67,0.05497745797038078
1685335802.7740064,68,0.04754645377397537
1685336222.6371717,69,0.05116989463567734
1685336642.730239,70,0.053175751119852066
1685337063.1216142,71,0.046007558703422546
1685337483.3583124,72,0.059143856167793274
1685337903.4629934,73,0.04497683048248291
1685338323.5120823,74,0.05281517282128334
1685338744.127073,75,0.05631643906235695
1685339164.0779479,76,0.05089675635099411
1685339583.5949004,77,0.04092779755592346
1685340003.218232,78,0.04717952013015747
1685340423.0937278,79,0.03831084445118904
1685340843.89492,80,0.038386985659599304
1685341263.956387,81,0.05050421878695488
1685341684.35617,82,0.05152995139360428
1685342104.4362926,83,0.05081693083047867
1685342524.6255593,84,0.04992739111185074
1685342945.8442607,85,0.04363827779889107
1685343367.3322597,86,0.049207236617803574
1685343788.2880523,87,0.04382859542965889
1685344210.3139548,88,0.04588057100772858
1685344631.4630702,89,0.0439927838742733
1685345052.1808953,90,0.05417552962899208
1685345472.7659094,91,0.05006365105509758
1685345892.9455574,92,0.04771404713392258
1685346313.5059943,93,0.043015215545892715
1685346733.8794951,94,0.05920766294002533
1685347153.8972754,95,0.04874002933502197
1685347576.8039634,96,0.05054015666246414
1685348015.4919605,97,0.057191573083400726
1685348445.2576275,98,0.04166562482714653
1685348865.1786435,99,0.04061155021190643
1685349285.6179237,100,0.047166723757982254
