Wall time,Step,Value
1688306831.8037658,1,0.014052236452698708
1688306836.8429022,2,0.010484390892088413
1688306842.0279107,3,0.008836486376821995
1688306847.141606,4,0.007960030809044838
1688306852.201947,5,0.007191788870841265
1688306857.218858,6,0.006686278153210878
1688306862.3761294,7,0.006094344425946474
1688306867.2463667,8,0.0056438930332660675
1688306872.0716715,9,0.005347557365894318
1688306877.186661,10,0.005176406353712082
1688306882.09192,11,0.004962125327438116
1688306887.0327008,12,0.004931776784360409
1688306892.2110915,13,0.004722793586552143
1688306896.8728974,14,0.004595618695020676
1688306901.7741613,15,0.0045631565153598785
1688306906.7897816,16,0.00443367101252079
1688306911.963236,17,0.004268081858754158
1688306916.645943,18,0.004133706912398338
1688306921.4215076,19,0.004116550087928772
1688306926.183956,20,0.0040155560709536076
1688306931.162734,21,0.003958787303417921
1688306936.1120458,22,0.003996872343122959
1688306940.986626,23,0.0039051673375070095
1688306945.1676621,24,0.0038216232787817717
1688306949.2317178,25,0.003813427174463868
1688306953.2869976,26,0.0038227210752665997
1688306957.3424516,27,0.0037146001122891903
1688306961.4574058,28,0.003666994860395789
1688306964.882429,29,0.003579564858227968
1688306968.2351303,30,0.0035156323574483395
