Wall time,Step,Value
1688906916.3985891,1,0.01518282014876604
1688906924.3710353,2,0.01197323389351368
1688906932.9246264,3,0.010578356683254242
1688906942.9303567,4,0.009614204987883568
1688906953.1905854,5,0.008936390280723572
1688906963.749029,6,0.008500413969159126
1688906974.4821732,7,0.008007642813026905
1688906986.4317126,8,0.0075876833871006966
1688906998.0975187,9,0.0072359563782811165
1688907011.8647525,10,0.006888011936098337
1688907025.8387027,11,0.006624279078096151
1688907040.0928743,12,0.006423680577427149
1688907054.63121,13,0.0062536331824958324
1688907069.159838,14,0.006048611365258694
1688907084.7679753,15,0.00588851748034358
1688907100.1958444,16,0.005781729239970446
1688907115.0222988,17,0.005686850752681494
1688907131.7326012,18,0.005634628236293793
1688907147.053355,19,0.005575486458837986
1688907162.370274,20,0.005410195328295231
1688907177.0166967,21,0.005379404406994581
1688907191.8165636,22,0.005335076246410608
1688907205.1899166,23,0.005332302302122116
1688907219.019182,24,0.005312299821525812
1688907232.4426086,25,0.005233621224761009
1688907243.9398432,26,0.005137429106980562
1688907256.7037468,27,0.005107711534947157
1688907266.9332838,28,0.0050817495211958885
1688907277.1361308,29,0.00499599939212203
1688907287.2251747,30,0.004950978793203831
