Wall time,Step,Value
1685113872.8203473,0,0.028283335268497467
1685113896.6212497,1,0.021665528416633606
1685113913.922644,2,0.018979936838150024
1685113932.6802733,3,0.0185402762144804
1685113950.5240173,4,0.018185054883360863
1685113965.1925135,5,0.017927929759025574
1685113977.0527408,6,0.017944984138011932
1685113988.9033217,7,0.01763301156461239
1685114000.4758039,8,0.017561662942171097
1685114013.386292,9,0.01760704815387726
1685114028.6946466,10,0.017343629151582718
1685114041.2891848,11,0.017240598797798157
1685114052.9922905,12,0.01735510118305683
1685114064.601346,13,0.017167791724205017
1685114076.5600657,14,0.01710805483162403
1685114088.3601036,15,0.016964782029390335
1685114100.0274346,16,0.016866398975253105
1685114111.7583454,17,0.016789153218269348
1685114123.545687,18,0.0166389849036932
1685114135.1041765,19,0.01682216115295887
1685114148.580562,20,0.016769802197813988
1685114160.4446542,21,0.016626950353384018
1685114172.554726,22,0.016690192744135857
1685114185.1044273,23,0.016365330666303635
1685114198.216175,24,0.016489526256918907
1685114210.2912564,25,0.016578849405050278
1685114223.1639826,26,0.016497807577252388
1685114236.0178332,27,0.016516761854290962
1685114253.7233937,28,0.016182351857423782
1685114271.4276192,29,0.016197508201003075
