Wall time,Step,Value
1688980944.4526465,1,0.009503361769020557
1688980995.530469,2,0.008245370350778103
1688981045.7519736,3,0.007241837680339813
1688981104.5653045,4,0.006768574006855488
1688981163.4007988,5,0.006312888581305742
1688981226.8658528,6,0.006010103039443493
1688981289.9097495,7,0.0057448893785476685
1688981346.4101286,8,0.005556445103138685
1688981405.6550443,9,0.005379468202590942
1688981460.7986872,10,0.005207798909395933
1688981524.1504238,11,0.005097262095659971
1688981589.7642932,12,0.004980931989848614
1688981640.1659095,13,0.0048769074492156506
1688981688.8756282,14,0.00480224471539259
1688981736.9457498,15,0.004723747260868549
1688981790.878037,16,0.004652092233300209
1688981857.3591473,17,0.004598650615662336
1688981915.8078296,18,0.004551463294774294
1688981975.0771914,19,0.004505465738475323
1688982039.9009533,20,0.004460956435650587
1688982102.635826,21,0.004427227657288313
1688982164.7698028,22,0.004399035591632128
1688982220.3717153,23,0.004371535032987595
1688982284.1997151,24,0.004348969552665949
1688982342.8149354,25,0.004329523537307978
1688982400.4715066,26,0.004312244709581137
1688982445.6007354,27,0.004298318177461624
1688982492.3210232,28,0.004285478498786688
1688982538.3504431,29,0.004275208339095116
1688982587.668193,30,0.004265441093593836
