Wall time,Step,Value
1690375225.0267625,1,0.018604982644319534
1690375337.9103956,2,0.012627899646759033
1690375429.977446,3,0.011229556985199451
1690375483.5286942,4,0.010333789512515068
1690375555.8597949,5,0.0094750402495265
1690375675.52152,6,0.008810472674667835
1690375779.4854853,7,0.008340714499354362
1690375892.7606614,8,0.007894115522503853
1690376019.1503425,9,0.007460066117346287
1690376060.7288113,10,0.007233398500829935
1690376153.6768134,11,0.007130987010896206
1690376203.115396,12,0.0068945009261369705
1690376284.1881936,13,0.006698832381516695
1690376372.7481596,14,0.006587807554751635
1690376429.3418276,15,0.006482194177806377
1690376514.9550972,16,0.006406394299119711
1690376585.43312,17,0.006315925158560276
1690376666.1492183,18,0.006271746940910816
1690376768.638792,19,0.0062204706482589245
1690376852.5653207,20,0.006166866514831781
1690376906.199559,21,0.00613066041842103
1690376954.7549286,22,0.006100465543568134
1690377007.0458395,23,0.00607370724901557
1690377055.3741388,24,0.006053201388567686
1690377102.220105,25,0.006032703910022974
1690377137.7515852,26,0.006016004830598831
1690377168.7239861,27,0.006003288552165031
1690377201.8785303,28,0.00599188357591629
1690377234.0013993,29,0.005980789195746183
1690377265.0374782,30,0.005971171427518129
